posting_id,label_group,Precision@1,Recall@1,Precision@3,Recall@3,Precision@5,Recall@5,Precision@10,Recall@10,AP
train_3026971282,2073398389,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.125,0.125
train_1874278675,1680535208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1932392577,2639625469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3421629673,1247415713,0.0,0.0,0.3333,0.3333,0.2,0.3333,0.1,0.3333,0.1667
train_3893399499,3267238973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2678280505,909297489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3903725610,1931898332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_227236291,3259455571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_752479449,3476246977,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1996635211,353612559,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0
train_2115752379,2814263493,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_691041440,3908416576,1.0,1.0,0.6667,0.6667,0.4,0.4,0.2,0.3333,0.2778
train_1866966227,3308317766,1.0,1.0,0.6667,0.6667,0.6,0.6,0.4,0.4,0.2628
train_2331808950,3381382971,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1522322334,3722403269,1.0,1.0,0.3333,0.3333,0.2,0.3333,0.2,0.6667,0.4167
train_160794200,3722403269,1.0,1.0,0.3333,0.3333,0.2,0.3333,0.2,0.6667,0.4167
train_1930129406,2910942674,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_615732547,4207025879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_989190235,997220911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3448
train_2377621459,3087853939,1.0,1.0,0.3333,0.3333,0.2,0.3333,0.1,0.3333,0.3333
train_4069658958,3102159163,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.5,0.5
train_3172622125,3385067873,1.0,1.0,0.3333,0.3333,0.2,0.3333,0.1,0.3333,0.3333
train_4221853212,1563437474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_535763330,2387205804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_457877609,2332919717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2427492123,2685564448,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.6,0.6
train_3636167029,842170328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1865992274,2169519796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2880915559,1980894329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2823868766,1341102124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1867213352,2935813666,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.2903
train_2884525191,2508783889,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2911070846,668984411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_208073458,3987374625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2767216329,562358068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2992657661,1688029306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2956253761,2204481244,1.0,1.0,0.6667,0.6667,0.4,0.4,0.3,0.3,0.2429
train_3521650421,1677383023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3844555549,1166650192,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0222
train_4144995528,4094772853,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1710545554,881579574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2277711141,1036330570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_315505078,3918886231,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_768546135,2108322384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1035429011,965810677,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1568529584,965810677,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_687755518,1844958752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_439944660,1322490187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4011758097,1212647631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_387341921,2889389601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1955605667,3555818267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_710743154,3775010805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_521828536,1927840651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3817132078,3159156947,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1466235757,388684396,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.625,0.625
train_1335623683,1544174053,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.4
train_2902702651,3033211153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3156194756,3717044186,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0417
train_1503251767,66877757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2135981354,612214045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1047071374,3484002768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4242937486,1776453982,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1429,0.1429
train_257139349,3337049311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_463141836,3370833876,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2494441632,2167993092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2733627591,3519984805,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.25
train_2350461185,3384883937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1982962911,381150737,0.0,0.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.25
train_1374857241,3228896074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1986182742,485216364,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1373942162,1690212844,1.0,1.0,0.3333,0.3333,0.4,0.6667,0.2,0.6667,0.5
train_3740187989,4277487223,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.4211
train_2841216112,2824381301,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2658780777,2905108253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4169828245,1005412638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2654008584,4126584016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1835268339,3621180500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_646723792,2158569615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3535352952,2609303586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3751292542,1594104440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_383363634,388684396,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.625,0.625
train_2545746433,388684396,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.625,0.625
train_1032986852,388684396,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.625,0.625
train_361535949,3626831010,1.0,1.0,1.0,1.0,0.6,1.0,0.3,1.0,1.0
train_1796758926,1333379942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2136410307,3520085592,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1319813882,3392645335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3666439398,3187874144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1165995677,3327512139,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1153672401,680352664,0.0,0.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.1667
train_2045980820,1963842159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2900997432,468080344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_651457263,2365167422,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_803936286,2298085882,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_3622812004,1231565349,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_4207841315,1054710568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3499462668,186771021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2214891149,866350191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2832161902,2780113851,1.0,1.0,1.0,1.0,0.8,0.8,0.5,1.0,0.9
train_1919371250,1409089852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3405275395,3106133444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2574210849,986838970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2302221232,1448322775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2845343774,2451275288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2207326322,3814598561,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2454555374,2899806728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3076387099,877705286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2893123996,1601035878,1.0,1.0,0.6667,0.6667,0.6,0.6,0.3,0.375,0.3438
train_3903410467,1601035878,1.0,1.0,0.6667,0.6667,0.6,0.6,0.3,0.375,0.3438
train_2295343152,1601035878,1.0,1.0,0.6667,0.6667,0.6,0.6,0.3,0.375,0.3438
train_4264226281,3847144178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_494405797,3199187864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2157089089,1944677405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2793307557,249398264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1718777957,3579317345,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2957595430,2187173784,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.625,0.625
train_1947831128,1427971081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_475344422,3768625543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1604424454,629194124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_907596322,952183003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125
train_2226801890,637608194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2518217560,2091049617,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
train_3871621251,988104881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3266137956,3383883695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1701465235,2679127923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2113020097,3143198148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3610816523,1967369161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3405782673,1456402297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1941850107,926620156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2113554964,1713590511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1928451553,3338523989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1012061633,1000051365,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_4260772792,1000051365,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_1505602291,1000051365,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_1914826199,1000051365,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_3287582256,4166375360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3473245256,495343890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1103197947,3750274100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2067185062,900624427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3629873369,847060368,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_2061618493,348693451,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0833
train_2921097111,2008989859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_407357117,3783861040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1456401714,4144074433,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2698247028,1897080438,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_2542478416,2316087548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3091509941,2204453460,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3243701461,1433052436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1908536094,4095016988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4124967798,1673452847,1.0,1.0,0.3333,0.3333,0.2,0.3333,0.1,0.3333,0.3333
train_4013439429,553446970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2084831093,3983880329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2087208047,1483976313,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8
train_1825429894,213095167,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333,0.0579
train_4155754495,1850490943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1572485642,3295591347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1797129489,4288613751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3843570006,3462799203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1749322479,4266903097,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3881179447,3305282652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1596018219,2493236254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1045493536,1703159951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2307996108,1350175811,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_356509462,1350175811,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_4263609049,1350175811,1.0,1.0,1.0,1.0,0.8,1.0,0.4,1.0,1.0
train_2337366958,32960388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1136005569,1933551853,1.0,1.0,0.3333,0.3333,0.2,0.25,0.1,0.25,0.25
train_26924643,1330876523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1186281708,3259455571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2729358485,1306578136,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2273
train_1147852158,1749743284,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
train_1246572991,2930611512,0.0,0.0,0.0,0.0,0.2,0.5,0.2,1.0,0.2111
train_1076833439,4215042951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4225386186,2919586208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_488563414,2134883535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_272635232,3503390947,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3017747929,3923083948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_742619611,3897529496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2618801107,2725707385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_286092141,1947359892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1310892568,2050388662,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1169701174,2481155656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1154217347,1751912741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3738949967,1888280668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2621558583,4214012959,1.0,1.0,1.0,1.0,0.6,0.75,0.3,0.75,0.75
train_1049431051,1598583431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3980650530,2143266562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_740019260,728211574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1766333123,190868209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_243958242,2334975367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4180954652,2867442808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2086641637,4204815792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1811061338,202977661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_284834537,2156459496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4545
train_2309945136,507648310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1220788249,4051535156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_994018125,3727661484,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3304282996,1575763518,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.1515
train_1256119302,1427971081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_91049279,2865328053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3978871229,256061599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3923617837,975541424,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2641847112,3001416403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_61756466,2945232845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3980754834,1958306891,1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.3,0.3
train_1184779212,972061227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3835291007,3182434835,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_4025640017,2625326568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_958149554,173170173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1266286721,381150737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2208541913,1900911478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4268807371,3591185054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2490678015,1035128795,1.0,1.0,0.6667,0.6667,0.6,0.6,0.3,0.3,0.2364
train_26921525,3127658454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_859021168,3558855285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1966927418,1098120565,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_4057805739,1073322374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1164747439,4223656537,0.0,0.0,0.6667,0.6667,0.6,0.6,0.5,0.7143,0.3873
train_1295973460,3205175747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1889203732,3766516310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3313499467,2564134756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1358367394,327189920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2199372711,2518689634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1074364931,1102099093,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2399237501,1725137077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_569339064,2562722197,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.2,0.2
train_476013554,596811522,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0833
train_1294791401,3541545247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4292413539,2782812436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1794820467,1809363506,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0667
train_677659721,2177722258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1904312420,2345287451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1826832194,431145971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_28514922,2784788129,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8091
train_3071236321,227001881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1963521129,2131959639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_264368438,249935451,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3151379830,1154928830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_669309314,2123332638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1107499473,2709172334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_739348319,1696983102,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2498723841,990829057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2662861466,1319225132,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_1948987247,1326839792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3982974369,471581622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_145923030,656698835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2275217849,848078453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_87681822,1766978745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2474024132,4083127447,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_2558752130,2537049916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1429319973,157527441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3808512180,3387468121,1.0,1.0,0.6667,0.6667,0.4,0.6667,0.2,0.6667,0.6667
train_186728419,3017085526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2156147550,2076605315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3893145472,506623322,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.2,0.2
train_4189460816,1520593689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1501701075,1844961738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_170551652,3671076233,1.0,1.0,0.6667,0.6667,0.4,0.5,0.2,0.5,0.5
train_1447192932,2011865666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1289230075,4038613836,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0526
train_4274952105,4038613836,1.0,1.0,0.3333,0.3333,0.2,0.2,0.1,0.1,0.0526
train_3630841917,2138357912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_134908967,2197473437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3119751659,1335925472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_1316968604,2291057022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3565089656,3509485436,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1086399354,355489491,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_666946279,355489491,1.0,1.0,0.3333,0.5,0.2,0.5,0.1,0.5,0.5
train_3653164556,4287150810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3087233573,812554707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2156031410,2843883548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_4086229010,564571349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_283631508,2168147177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2921149256,1697829030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2028171512,3508388742,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_1039095307,2538462593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_219504178,1163569239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2
train_3015774714,1575763518,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.1818
train_2617644869,1958111421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2074530066,1187474281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2833165362,2066394024,1.0,1.0,0.6667,1.0,0.4,1.0,0.2,1.0,1.0
train_2324715334,1348090722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_3196186760,544819779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_476140098,3319530274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_444713842,1956403343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2479098627,936668906,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_3002296048,2049992501,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
train_109078855,1471548468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_2753534142,1918908464,1.0,1.0,0.6667,0.6667,0.4,0.4,0.2,0.2,0.1538
