row_id,image,image_path,crop_path,true_label,x1,y1,x2,y2,yolo_label,yolo_class_id,yolo_conf,det_score,used_fallback_full_image,num_detections
281,ff8c51ae2b910bbd5b185932fafd81d5.jpg,E:\study\DoAnPython\project\data\raw\train_images\ff8c51ae2b910bbd5b185932fafd81d5.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000281_ff8c51ae2b910bbd5b185932fafd81d5.jpg,4230940845,503,250,796,521,bowl,45,0.5572060942649841,0.14244069543618726,False,7
282,a49364911a722a35f990b083ce92d458.jpg,E:\study\DoAnPython\project\data\raw\train_images\a49364911a722a35f990b083ce92d458.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000282_a49364911a722a35f990b083ce92d458.jpg,227608576,0,0,532,526,bowl,45,0.28016453981399536,0.2206082942184848,False,3
283,5b2e853f81ca6dec88fb6b2e98115dd7.jpg,E:\study\DoAnPython\project\data\raw\train_images\5b2e853f81ca6dec88fb6b2e98115dd7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000283_5b2e853f81ca6dec88fb6b2e98115dd7.jpg,554411564,0,170,362,669,person,0,0.9340835213661194,0.5309959627289397,False,6
284,e1dfd673f7ee2fb19045e9b8e6993a9d.jpg,E:\study\DoAnPython\project\data\raw\train_images\e1dfd673f7ee2fb19045e9b8e6993a9d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000284_e1dfd673f7ee2fb19045e9b8e6993a9d.jpg,2259957740,295,173,640,640,person,0,0.6757163405418396,0.4076398750225735,False,3
285,275a4cabc3644cf38a8c62769c85293a.jpg,E:\study\DoAnPython\project\data\raw\train_images\275a4cabc3644cf38a8c62769c85293a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000285_275a4cabc3644cf38a8c62769c85293a.jpg,2923960299,253,175,442,701,bottle,39,0.8840217590332031,0.2522852926676835,False,7
286,b86cf7553ed6f0ac6a03d787c8cb8770.jpg,E:\study\DoAnPython\project\data\raw\train_images\b86cf7553ed6f0ac6a03d787c8cb8770.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000286_b86cf7553ed6f0ac6a03d787c8cb8770.jpg,1862066164,255,219,640,640,person,0,0.8266909122467041,0.4963071128778816,False,2
287,863978b3ad408a5f5e797dc91fb6664d.jpg,E:\study\DoAnPython\project\data\raw\train_images\863978b3ad408a5f5e797dc91fb6664d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000287_863978b3ad408a5f5e797dc91fb6664d.jpg,3176269644,0,92,1024,1024,bed,59,0.7161253690719604,0.6692651253641922,False,14
288,e78bbccfefbbe11cdc3cec0bb78644d7.jpg,E:\study\DoAnPython\project\data\raw\train_images\e78bbccfefbbe11cdc3cec0bb78644d7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000288_e78bbccfefbbe11cdc3cec0bb78644d7.jpg,1286090671,55,89,526,526,person,0,0.8332860469818115,0.46741331147154624,False,3
289,7d98db7706f6fc86a8200e0723678a6d.jpg,E:\study\DoAnPython\project\data\raw\train_images\7d98db7706f6fc86a8200e0723678a6d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000289_7d98db7706f6fc86a8200e0723678a6d.jpg,2123332638,0,0,400,400,full_image,-1,0.0,0.0,True,0
290,269d5fb8713e719d853656596dbb73ca.jpg,E:\study\DoAnPython\project\data\raw\train_images\269d5fb8713e719d853656596dbb73ca.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000290_269d5fb8713e719d853656596dbb73ca.jpg,3441184770,181,91,300,262,cup,41,0.5582717657089233,0.21813572554369376,False,3
291,25e46d3827eea65da1d6475ebba0bc44.jpg,E:\study\DoAnPython\project\data\raw\train_images\25e46d3827eea65da1d6475ebba0bc44.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000291_25e46d3827eea65da1d6475ebba0bc44.jpg,3632326453,39,44,640,573,bed,59,0.5805049538612366,0.4827859345313444,False,7
292,985b6899d9fe324581a284e07f3f6d9d.jpg,E:\study\DoAnPython\project\data\raw\train_images\985b6899d9fe324581a284e07f3f6d9d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000292_985b6899d9fe324581a284e07f3f6d9d.jpg,2692614122,724,386,1024,820,person,0,0.9325391054153442,0.30986774131383715,False,13
293,715368ea8cab1d1777d2f25580a8c0b4.jpg,E:\study\DoAnPython\project\data\raw\train_images\715368ea8cab1d1777d2f25580a8c0b4.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000293_715368ea8cab1d1777d2f25580a8c0b4.jpg,2952358810,22,113,407,506,person,0,0.881118893623352,0.3180643938181995,False,9
294,edb1e18b19dacfeb2dd3c9b762034e8f.jpg,E:\study\DoAnPython\project\data\raw\train_images\edb1e18b19dacfeb2dd3c9b762034e8f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000294_edb1e18b19dacfeb2dd3c9b762034e8f.jpg,2582032586,116,55,525,528,teddy bear,77,0.8844090104103088,0.4509361334521604,False,8
295,bf25159bb0d4b44e4d666eecc39eccc9.jpg,E:\study\DoAnPython\project\data\raw\train_images\bf25159bb0d4b44e4d666eecc39eccc9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000295_bf25159bb0d4b44e4d666eecc39eccc9.jpg,2013974881,63,0,700,543,cell phone,67,0.3774776756763458,0.304207988954957,False,6
296,d65c75fe36fe586f99306b2be1035b92.jpg,E:\study\DoAnPython\project\data\raw\train_images\d65c75fe36fe586f99306b2be1035b92.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000296_d65c75fe36fe586f99306b2be1035b92.jpg,820177797,605,272,640,624,potted plant,58,0.32132914662361145,0.05285893457195115,False,3
297,d28674f62ea845005b4f6799851c142d.jpg,E:\study\DoAnPython\project\data\raw\train_images\d28674f62ea845005b4f6799851c142d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000297_d28674f62ea845005b4f6799851c142d.jpg,3445494442,500,567,1024,1024,refrigerator,72,0.3145010471343994,0.14415947330298953,False,13
298,14470d6d3e1a4050446c72b30b699503.jpg,E:\study\DoAnPython\project\data\raw\train_images\14470d6d3e1a4050446c72b30b699503.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000298_14470d6d3e1a4050446c72b30b699503.jpg,2722157527,87,125,910,901,umbrella,25,0.5471509695053101,0.3960369740976751,False,6
299,b2a9e39106be979e5637270986dcb790.jpg,E:\study\DoAnPython\project\data\raw\train_images\b2a9e39106be979e5637270986dcb790.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000299_b2a9e39106be979e5637270986dcb790.jpg,811765912,515,419,706,709,clock,74,0.37011733651161194,0.1157983107836203,False,3
300,e58de88ba16073f9f717f11f341862d0.jpg,E:\study\DoAnPython\project\data\raw\train_images\e58de88ba16073f9f717f11f341862d0.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000300_e58de88ba16073f9f717f11f341862d0.jpg,534606580,0,122,602,841,dog,16,0.6207033395767212,0.3763665010355628,False,15
301,28778e924fd4f1633900b5db3914d03b.jpg,E:\study\DoAnPython\project\data\raw\train_images\28778e924fd4f1633900b5db3914d03b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000301_28778e924fd4f1633900b5db3914d03b.jpg,596811522,18,95,366,342,frisbee,29,0.5606870055198669,0.190906515275282,False,2
302,7d0fbbb0dd8663039cb7066114716fa1.jpg,E:\study\DoAnPython\project\data\raw\train_images\7d0fbbb0dd8663039cb7066114716fa1.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000302_7d0fbbb0dd8663039cb7066114716fa1.jpg,3158547527,0,41,640,613,refrigerator,72,0.6066452264785767,0.5494616353060052,False,1
303,3831ff02337add51dac461377e561e56.jpg,E:\study\DoAnPython\project\data\raw\train_images\3831ff02337add51dac461377e561e56.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000303_3831ff02337add51dac461377e561e56.jpg,652176199,687,556,1024,929,person,0,0.847527265548706,0.27320162830621064,False,2
304,7ffdc3bde5496a6e29640b5177818b2a.jpg,E:\study\DoAnPython\project\data\raw\train_images\7ffdc3bde5496a6e29640b5177818b2a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000304_7ffdc3bde5496a6e29640b5177818b2a.jpg,912146474,273,166,367,351,bowl,45,0.48816603422164917,0.0764373687745167,False,4
305,f0f86ed77c003299d6acd415e2d6dae5.jpg,E:\study\DoAnPython\project\data\raw\train_images\f0f86ed77c003299d6acd415e2d6dae5.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000305_f0f86ed77c003299d6acd415e2d6dae5.jpg,183466528,171,0,700,476,person,0,0.8517032861709595,0.5837436764433453,False,7
306,a627403cdc6dcca34704ca067c7cc20a.jpg,E:\study\DoAnPython\project\data\raw\train_images\a627403cdc6dcca34704ca067c7cc20a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000306_a627403cdc6dcca34704ca067c7cc20a.jpg,373674159,646,99,782,371,cell phone,67,0.46308568120002747,0.1031470730157833,False,4
307,2477fe12499308059232b634208da78b.jpg,E:\study\DoAnPython\project\data\raw\train_images\2477fe12499308059232b634208da78b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000307_2477fe12499308059232b634208da78b.jpg,1002765200,448,450,545,554,cup,41,0.6867899298667908,0.1013392483348811,False,2
308,bd372b50f71101e62c6831d5a5e77c13.jpg,E:\study\DoAnPython\project\data\raw\train_images\bd372b50f71101e62c6831d5a5e77c13.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000308_bd372b50f71101e62c6831d5a5e77c13.jpg,631880435,0,41,700,700,suitcase,28,0.4319779872894287,0.4086065163642498,False,6
309,44927ac2cb3a11aeee2036972d3910b3.jpg,E:\study\DoAnPython\project\data\raw\train_images\44927ac2cb3a11aeee2036972d3910b3.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000309_44927ac2cb3a11aeee2036972d3910b3.jpg,1673452847,420,201,640,528,fire hydrant,10,0.7343117594718933,0.28873203147627585,False,2
310,fdc4d784e13fb0cbf167df23b2e5f89b.jpg,E:\study\DoAnPython\project\data\raw\train_images\fdc4d784e13fb0cbf167df23b2e5f89b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000310_fdc4d784e13fb0cbf167df23b2e5f89b.jpg,3874597552,112,0,548,531,person,0,0.8847342729568481,0.6281075445591262,False,1
311,c0d7c8029fd1a01b2cbd863d9581e7c3.jpg,E:\study\DoAnPython\project\data\raw\train_images\c0d7c8029fd1a01b2cbd863d9581e7c3.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000311_c0d7c8029fd1a01b2cbd863d9581e7c3.jpg,3735684299,0,0,600,600,full_image,-1,0.0,0.0,True,0
312,2f5ea54d54ad22dd428583e860d5998a.jpg,E:\study\DoAnPython\project\data\raw\train_images\2f5ea54d54ad22dd428583e860d5998a.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000312_2f5ea54d54ad22dd428583e860d5998a.jpg,710388512,177,0,413,640,bottle,39,0.7984986305236816,0.4637515390623747,False,1
313,d75385d3cee130eb8ad65f6f74f8f049.jpg,E:\study\DoAnPython\project\data\raw\train_images\d75385d3cee130eb8ad65f6f74f8f049.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000313_d75385d3cee130eb8ad65f6f74f8f049.jpg,1467271016,491,201,905,763,cup,41,0.7009180188179016,0.3064560021869347,False,8
314,deeb1b3f08b9ffe4ee5146c0b8ff2243.jpg,E:\study\DoAnPython\project\data\raw\train_images\deeb1b3f08b9ffe4ee5146c0b8ff2243.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000314_deeb1b3f08b9ffe4ee5146c0b8ff2243.jpg,260863952,92,102,283,590,bottle,39,0.4449465274810791,0.20975504824442065,False,2
315,a486d598e711e2809210d2a2c7607bd2.jpg,E:\study\DoAnPython\project\data\raw\train_images\a486d598e711e2809210d2a2c7607bd2.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000315_a486d598e711e2809210d2a2c7607bd2.jpg,832487474,49,0,454,640,person,0,0.8799858689308167,0.6672539907615281,False,3
316,c14c379c3e91678f4de9bf9abd3f39c9.jpg,E:\study\DoAnPython\project\data\raw\train_images\c14c379c3e91678f4de9bf9abd3f39c9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000316_c14c379c3e91678f4de9bf9abd3f39c9.jpg,227001881,0,158,523,500,bed,59,0.49868252873420715,0.3113218464787775,False,1
317,2ab4aaf57664eea81143717215cf5430.jpg,E:\study\DoAnPython\project\data\raw\train_images\2ab4aaf57664eea81143717215cf5430.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000317_2ab4aaf57664eea81143717215cf5430.jpg,1733221456,222,121,554,413,toothbrush,79,0.808411180973053,0.3656050179404297,False,7
318,7120d145b1b52be794f5f70a0fb106c9.jpg,E:\study\DoAnPython\project\data\raw\train_images\7120d145b1b52be794f5f70a0fb106c9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000318_7120d145b1b52be794f5f70a0fb106c9.jpg,3184487800,387,376,523,530,person,0,0.41546404361724854,0.10363494051596327,False,1
319,9926343b4fab4a8ea2f1aaf2ea777d75.jpg,E:\study\DoAnPython\project\data\raw\train_images\9926343b4fab4a8ea2f1aaf2ea777d75.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000319_9926343b4fab4a8ea2f1aaf2ea777d75.jpg,1675042220,380,494,517,1017,stop sign,11,0.4681226313114166,0.11345729123269263,False,1
320,9a09c9d517c92e0572e46a57bec51ade.jpg,E:\study\DoAnPython\project\data\raw\train_images\9a09c9d517c92e0572e46a57bec51ade.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000320_9a09c9d517c92e0572e46a57bec51ade.jpg,1088087475,173,445,308,640,person,0,0.9354333281517029,0.22166482542465513,False,18
321,d34925cc5af9326b24285be2885953e7.jpg,E:\study\DoAnPython\project\data\raw\train_images\d34925cc5af9326b24285be2885953e7.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000321_d34925cc5af9326b24285be2885953e7.jpg,2511800392,0,0,233,233,full_image,-1,0.0,0.0,True,0
322,e1e6370157739890be4da6f051b08040.jpg,E:\study\DoAnPython\project\data\raw\train_images\e1e6370157739890be4da6f051b08040.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000322_e1e6370157739890be4da6f051b08040.jpg,378511024,171,216,517,519,refrigerator,72,0.2808906137943268,0.13201958065472885,False,3
323,9d484e483b53f9a57354b0c71c6c9045.jpg,E:\study\DoAnPython\project\data\raw\train_images\9d484e483b53f9a57354b0c71c6c9045.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000323_9d484e483b53f9a57354b0c71c6c9045.jpg,1085256225,0,123,362,518,suitcase,28,0.5969898700714111,0.3319170543421273,False,2
324,f7285d32b707c73bc97766a9e2583fd6.jpg,E:\study\DoAnPython\project\data\raw\train_images\f7285d32b707c73bc97766a9e2583fd6.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000324_f7285d32b707c73bc97766a9e2583fd6.jpg,4186270168,0,0,800,800,full_image,-1,0.0,0.0,True,0
325,e51aa1a73cd2f8d66e35baa87a0c7e05.jpg,E:\study\DoAnPython\project\data\raw\train_images\e51aa1a73cd2f8d66e35baa87a0c7e05.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000325_e51aa1a73cd2f8d66e35baa87a0c7e05.jpg,945316771,0,101,693,649,cell phone,67,0.5866928100585938,0.4842027669471445,False,8
326,c24853be53181294db9afb175c0260ee.jpg,E:\study\DoAnPython\project\data\raw\train_images\c24853be53181294db9afb175c0260ee.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000326_c24853be53181294db9afb175c0260ee.jpg,3489758020,18,14,468,500,parking meter,12,0.4470323622226715,0.37284645525010834,False,1
327,897dd3a28b5baebd861cd9f9aaef57ce.jpg,E:\study\DoAnPython\project\data\raw\train_images\897dd3a28b5baebd861cd9f9aaef57ce.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000327_897dd3a28b5baebd861cd9f9aaef57ce.jpg,2132780793,227,0,769,998,bottle,39,0.38036397099494934,0.26363750943593145,False,2
328,9448cff82c3eaa514e68457e67506323.jpg,E:\study\DoAnPython\project\data\raw\train_images\9448cff82c3eaa514e68457e67506323.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000328_9448cff82c3eaa514e68457e67506323.jpg,4136779221,48,121,795,710,suitcase,28,0.5680156946182251,0.43715014741602837,False,5
329,0f641bc405f016e1b50fa5dc6d00ccd2.jpg,E:\study\DoAnPython\project\data\raw\train_images\0f641bc405f016e1b50fa5dc6d00ccd2.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000329_0f641bc405f016e1b50fa5dc6d00ccd2.jpg,109019621,160,21,265,284,toothbrush,79,0.29805561900138855,0.15473077414959213,False,2
330,2f7076fd488adef7c4f5920947cf8bd5.jpg,E:\study\DoAnPython\project\data\raw\train_images\2f7076fd488adef7c4f5920947cf8bd5.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000330_2f7076fd488adef7c4f5920947cf8bd5.jpg,2558633431,2,49,933,875,scissors,76,0.8664751648902893,0.7338455567206379,False,4
331,3459e4f169804e3d7995feb839b1d34d.jpg,E:\study\DoAnPython\project\data\raw\train_images\3459e4f169804e3d7995feb839b1d34d.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000331_3459e4f169804e3d7995feb839b1d34d.jpg,3868183614,494,397,988,750,suitcase,28,0.8615919351577759,0.3256179095563586,False,5
332,9ae8a4b168ac7e8580f1a84b91efadba.jpg,E:\study\DoAnPython\project\data\raw\train_images\9ae8a4b168ac7e8580f1a84b91efadba.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000332_9ae8a4b168ac7e8580f1a84b91efadba.jpg,2915337809,604,427,724,773,bottle,39,0.9115902185440063,0.21639469850441556,False,12
333,c5e1f57f55c6a1be2250f8f9e3c6a073.jpg,E:\study\DoAnPython\project\data\raw\train_images\c5e1f57f55c6a1be2250f8f9e3c6a073.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000333_c5e1f57f55c6a1be2250f8f9e3c6a073.jpg,1240444909,427,314,624,519,tv,62,0.4926043152809143,0.09745601117988024,False,2
334,26c634e9b70bd67e1b1aba29a8be4ed9.jpg,E:\study\DoAnPython\project\data\raw\train_images\26c634e9b70bd67e1b1aba29a8be4ed9.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000334_26c634e9b70bd67e1b1aba29a8be4ed9.jpg,3761816493,392,64,635,823,bottle,39,0.6018223762512207,0.23374229080655512,False,5
335,21066a60b16b7edd9156791b8e4280e8.jpg,E:\study\DoAnPython\project\data\raw\train_images\21066a60b16b7edd9156791b8e4280e8.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000335_21066a60b16b7edd9156791b8e4280e8.jpg,3239448117,113,81,226,305,bottle,39,0.7029438018798828,0.16231809944625739,False,5
336,b346685af91f7c39eebe3a7c9fddca3b.jpg,E:\study\DoAnPython\project\data\raw\train_images\b346685af91f7c39eebe3a7c9fddca3b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000336_b346685af91f7c39eebe3a7c9fddca3b.jpg,1570588813,357,293,538,658,vase,75,0.7343823909759521,0.25111197060760826,False,5
337,76ce0afc82bc1bb090674c5dbd85e531.jpg,E:\study\DoAnPython\project\data\raw\train_images\76ce0afc82bc1bb090674c5dbd85e531.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000337_76ce0afc82bc1bb090674c5dbd85e531.jpg,2702735495,375,270,800,800,person,0,0.4395020604133606,0.24974271941379916,False,6
338,b9b1eb8bd1ee544269f69cd1b61edb49.jpg,E:\study\DoAnPython\project\data\raw\train_images\b9b1eb8bd1ee544269f69cd1b61edb49.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000338_b9b1eb8bd1ee544269f69cd1b61edb49.jpg,3181737058,170,90,693,524,umbrella,25,0.7505241632461548,0.4734242881295976,False,1
339,4b1cbd2dbea35bf4c57d24c87a4f981f.jpg,E:\study\DoAnPython\project\data\raw\train_images\4b1cbd2dbea35bf4c57d24c87a4f981f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000339_4b1cbd2dbea35bf4c57d24c87a4f981f.jpg,326201568,82,270,527,800,vase,75,0.507391631603241,0.2864783544762148,False,3
340,dbb8b74058fea655e6a95745d382fc48.jpg,E:\study\DoAnPython\project\data\raw\train_images\dbb8b74058fea655e6a95745d382fc48.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000340_dbb8b74058fea655e6a95745d382fc48.jpg,878766511,168,338,378,559,cat,15,0.8307428359985352,0.2601905966499385,False,2
341,baa76809c2e67b87c2cd0ec393e4c494.jpg,E:\study\DoAnPython\project\data\raw\train_images\baa76809c2e67b87c2cd0ec393e4c494.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000341_baa76809c2e67b87c2cd0ec393e4c494.jpg,1204347204,331,32,523,608,bottle,39,0.3128803074359894,0.15072277636204517,False,1
342,e07d402d45251f9f4090821e7bfcda5f.jpg,E:\study\DoAnPython\project\data\raw\train_images\e07d402d45251f9f4090821e7bfcda5f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000342_e07d402d45251f9f4090821e7bfcda5f.jpg,3959821353,434,302,640,484,suitcase,28,0.4202977120876312,0.12078918495900504,False,4
343,9772cdc4b6a400e3a01752758924748b.jpg,E:\study\DoAnPython\project\data\raw\train_images\9772cdc4b6a400e3a01752758924748b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000343_9772cdc4b6a400e3a01752758924748b.jpg,3595152414,218,47,414,367,book,73,0.7491040229797363,0.4076075187476531,False,3
344,381ea0e2decba206b235bc5bd5af50fb.jpg,E:\study\DoAnPython\project\data\raw\train_images\381ea0e2decba206b235bc5bd5af50fb.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000344_381ea0e2decba206b235bc5bd5af50fb.jpg,4290057653,0,108,532,640,bed,59,0.5496504306793213,0.43497961771811927,False,6
345,3814c6068868c16d9aacd920556cb723.jpg,E:\study\DoAnPython\project\data\raw\train_images\3814c6068868c16d9aacd920556cb723.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000345_3814c6068868c16d9aacd920556cb723.jpg,3173062641,110,137,533,494,book,73,0.3410932123661041,0.1922221255520119,False,1
346,eb5d9cea8e301ecc284db323ae9999fa.jpg,E:\study\DoAnPython\project\data\raw\train_images\eb5d9cea8e301ecc284db323ae9999fa.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000346_eb5d9cea8e301ecc284db323ae9999fa.jpg,2843883548,143,28,294,598,bottle,39,0.47212156653404236,0.20127988845392775,False,2
347,11a18eceb98a6be10da9715bc29b5f7b.jpg,E:\study\DoAnPython\project\data\raw\train_images\11a18eceb98a6be10da9715bc29b5f7b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000347_11a18eceb98a6be10da9715bc29b5f7b.jpg,2761022735,17,90,107,329,bottle,39,0.8866555094718933,0.30187068377741344,False,4
348,1762c69f9187870e4d89d1102f9d4335.jpg,E:\study\DoAnPython\project\data\raw\train_images\1762c69f9187870e4d89d1102f9d4335.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000348_1762c69f9187870e4d89d1102f9d4335.jpg,1029915586,124,30,510,371,cake,55,0.7286415696144104,0.38353509953418075,False,3
349,79f2cdd15fc44ed33c3c02da4ed699f0.jpg,E:\study\DoAnPython\project\data\raw\train_images\79f2cdd15fc44ed33c3c02da4ed699f0.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000349_79f2cdd15fc44ed33c3c02da4ed699f0.jpg,3147726258,308,108,592,1024,bottle,39,0.36933818459510803,0.171660297515495,False,3
350,d014fdff7becb3fe40bb6703d2df89fb.jpg,E:\study\DoAnPython\project\data\raw\train_images\d014fdff7becb3fe40bb6703d2df89fb.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000350_d014fdff7becb3fe40bb6703d2df89fb.jpg,575682520,287,128,423,434,person,0,0.4747995138168335,0.1678807598190916,False,5
351,37107ac8ad42fb07732b5b86a3b55b02.jpg,E:\study\DoAnPython\project\data\raw\train_images\37107ac8ad42fb07732b5b86a3b55b02.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000351_37107ac8ad42fb07732b5b86a3b55b02.jpg,4122651001,7,106,495,386,car,2,0.5651524662971497,0.38748198353063573,False,1
352,f84c4f908b31de1f2caf22c3e8df784c.jpg,E:\study\DoAnPython\project\data\raw\train_images\f84c4f908b31de1f2caf22c3e8df784c.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000352_f84c4f908b31de1f2caf22c3e8df784c.jpg,3618287054,214,110,431,597,parking meter,12,0.26417219638824463,0.12427776452944603,False,1
353,909e1e4f2803938015ae5a031e84c990.jpg,E:\study\DoAnPython\project\data\raw\train_images\909e1e4f2803938015ae5a031e84c990.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000353_909e1e4f2803938015ae5a031e84c990.jpg,1571631297,0,76,640,555,book,73,0.6004624962806702,0.4995231672687303,False,7
354,28afdb60d2872dad4c3c3f8cfd6a0995.jpg,E:\study\DoAnPython\project\data\raw\train_images\28afdb60d2872dad4c3c3f8cfd6a0995.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000354_28afdb60d2872dad4c3c3f8cfd6a0995.jpg,798247050,0,0,525,282,couch,57,0.3636063039302826,0.16797371628896737,False,8
355,0c345f7affbb9505daa17d286353226e.jpg,E:\study\DoAnPython\project\data\raw\train_images\0c345f7affbb9505daa17d286353226e.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000355_0c345f7affbb9505daa17d286353226e.jpg,574360295,195,194,570,536,teddy bear,77,0.4107673168182373,0.1905889469068445,False,3
356,f7e00a879625d3815158170e93a27912.jpg,E:\study\DoAnPython\project\data\raw\train_images\f7e00a879625d3815158170e93a27912.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000356_f7e00a879625d3815158170e93a27912.jpg,2994073794,0,0,294,237,stop sign,11,0.7989693880081177,0.2021471499663101,False,4
357,a2aae0dbfc21e293805f3bf98dd9c85b.jpg,E:\study\DoAnPython\project\data\raw\train_images\a2aae0dbfc21e293805f3bf98dd9c85b.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000357_a2aae0dbfc21e293805f3bf98dd9c85b.jpg,2115994864,22,515,241,690,person,0,0.5314986705780029,0.1381166269952098,False,5
358,8b0c0ac52dba7b0c65ea853e49f24ce0.jpg,E:\study\DoAnPython\project\data\raw\train_images\8b0c0ac52dba7b0c65ea853e49f24ce0.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000358_8b0c0ac52dba7b0c65ea853e49f24ce0.jpg,2189047322,287,264,611,572,bowl,45,0.6092737913131714,0.27885354293915343,False,5
359,5595fbfbd5b34ecb61abf217135a04ea.jpg,E:\study\DoAnPython\project\data\raw\train_images\5595fbfbd5b34ecb61abf217135a04ea.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000359_5595fbfbd5b34ecb61abf217135a04ea.jpg,1459215305,156,48,874,1024,person,0,0.8960044980049133,0.6893746415684338,False,6
360,4c375f1a29cd9226caf0f6abc3b1305f.jpg,E:\study\DoAnPython\project\data\raw\train_images\4c375f1a29cd9226caf0f6abc3b1305f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000360_4c375f1a29cd9226caf0f6abc3b1305f.jpg,623936493,97,46,680,708,cell phone,67,0.6024574637413025,0.4340294717712899,False,1
361,af2c445c63ba909e62acd4541002bf5f.jpg,E:\study\DoAnPython\project\data\raw\train_images\af2c445c63ba909e62acd4541002bf5f.jpg,..\data\processed\yolo_sahi_crop_classifier\crops\000361_af2c445c63ba909e62acd4541002bf5f.jpg,3432123075,484,106,640,526,person,0,0.8785006999969482,0.33200151916106696,False,10
